grup;vendor;nomor_kontainer;size;group;tanggal_awal;tanggal_akhir;periode;masa;tarif;dpp;dpp_nilai_lain;ppn;pph;grand_total;status;computed_periode
TK125020000045;ZONA;GESU5508370;40;Z019;2025-02-24;;7;"24 agustus 2025 - 23 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;7
TK125020000046;ZONA;PKEU5033970;40;Z018;2025-02-22;2025-06-20;1;"22 februari 2025 - 21 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125020000047;ZONA;PKEU5033970;40;Z018;2025-02-22;2025-06-20;2;"22 maret 2025 - 21 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125020000048;ZONA;PKEU5033970;40;Z018;2025-02-22;2025-06-20;3;"22 april 2025 - 21 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125020000049;ZONA;PKEU5033970;40;Z018;2025-02-22;2025-06-20;4;"22 mei 2025 - 20 juni 2025";Harian;1261260;1156155;138739;25225;1374773;;4
TK125020000050;ZONA;MSCU9903797;40;Z019;2025-02-24;2025-07-01;1;"24 februari 2025 - 23 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125020000051;ZONA;MSCU9903797;40;Z019;2025-02-24;2025-07-01;2;"24 maret 2025 - 23 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125020000052;ZONA;MSCU9903797;40;Z019;2025-02-24;2025-07-01;3;"24 april 2025 - 23 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125020000053;ZONA;MSCU9903797;40;Z019;2025-02-24;2025-07-01;4;"24 mei 2025 - 23 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125020000054;ZONA;MSCU9903797;40;Z019;2025-02-24;2025-07-01;5;"24 juni 2025 - 1 juli 2025";Harian;336336;308308;36997;6727;366606;;5
TK125020000055;ZONA;INKU6744298;40;Z020;2025-02-25;2025-06-23;1;"25 februari 2025 - 24 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125020000056;ZONA;INKU6744298;40;Z020;2025-02-25;2025-06-23;2;"25 maret 2025 - 24 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125020000057;ZONA;INKU6744298;40;Z020;2025-02-25;2025-06-23;3;"25 april 2025 - 24 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125020000058;ZONA;INKU6744298;40;Z020;2025-02-25;2025-06-23;4;"25 mei 2025 - 23 juni 2025";Harian;1261260;1156155;138739;25225;1374773;;4
TK125020000059;ZONA;GATU8503607;40;Z021;2025-02-28;2025-07-23;1;"28 februari 2025 - 27 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125020000060;ZONA;GATU8503607;40;Z021;2025-02-28;2025-07-23;2;"28 maret 2025 - 27 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125020000061;ZONA;GATU8503607;40;Z021;2025-02-28;2025-07-23;3;"28 april 2025 - 27 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125020000062;ZONA;GATU8503607;40;Z021;2025-02-28;2025-07-23;4;"28 mei 2025 - 27 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125020000063;ZONA;GATU8503607;40;Z021;2025-02-28;2025-07-23;5;"28 juni 2025 - 23 juli 2025";Harian;1093092;1002001;120240;21862;1191470;;5
TK125040000001;ZONA;XINU1088532;20;Z034;2025-04-21;2025-06-19;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000002;ZONA;XINU1088532;20;Z034;2025-04-21;2025-06-19;2;"21 mei 2025 - 19 juni 2025";Harian;675660;619355;74323;13513;736469;;2
TK125040000003;ZONA;TEMU2108730;20;Z034;2025-04-21;2025-06-12;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000004;ZONA;TEMU2108730;20;Z034;2025-04-21;2025-06-12;2;"21 mei 2025 - 12 juni 2025";Harian;518006;474839;56981;10360;564627;;2
TK125040000005;ZONA;SEGU2878170;20;Z034;2025-04-21;2025-06-12;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000006;ZONA;SEGU2878170;20;Z034;2025-04-21;2025-06-12;2;"21 mei 2025 - 12 juni 2025";Harian;518006;474839;56981;10360;564627;;2
TK125040000007;ZONA;CRXU2132025;20;Z034;2025-04-21;2025-07-21;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125040000008;ZONA;CRXU2132025;20;Z034;2025-04-21;2025-07-21;2;"21 mei 2025 - 20 juni 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125040000009;ZONA;CRXU2132025;20;Z034;2025-04-21;2025-07-21;3;"21 juni 2025 - 20 juli 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125040000010;ZONA;CRXU2132025;20;Z034;2025-04-21;2025-07-21;4;"21 juli 2025 - 21 juli 2025";Harian;22522;20645;2477;450;24549;;4
TK125040000011;ZONA;GESU1145322;20;Z034;2025-04-21;2025-06-02;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000012;ZONA;GESU1145322;20;Z034;2025-04-21;2025-06-02;2;"21 mei 2025 - 2 juni 2025";Harian;292786;268387;32206;5856;319137;;2
TK125040000013;ZONA;TGHU0636290;20;Z034;2025-04-21;2025-07-01;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000014;ZONA;TGHU0636290;20;Z034;2025-04-21;2025-07-01;2;"21 mei 2025 - 20 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000015;ZONA;TGHU0636290;20;Z034;2025-04-21;2025-07-01;3;"21 juni 2025 - 1 juli 2025";Harian;247742;227097;27252;4955;270039;;3
TK125040000016;ZONA;CXDU1436704;20;Z034;2025-04-21;2025-07-16;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000017;ZONA;CXDU1436704;20;Z034;2025-04-21;2025-07-16;2;"21 mei 2025 - 20 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000018;ZONA;CXDU1436704;20;Z034;2025-04-21;2025-07-16;3;"21 juni 2025 - 16 juli 2025";Harian;585572;536774;64413;11711;638273;;3
TK125040000019;ZONA;HMCU3062032;20;Z034;2025-04-21;2025-07-04;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000020;ZONA;HMCU3062032;20;Z034;2025-04-21;2025-07-04;2;"21 mei 2025 - 20 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000021;ZONA;HMCU3062032;20;Z034;2025-04-21;2025-07-04;3;"21 juni 2025 - 4 juli 2025";Harian;315308;289032;34684;6306;343686;;3
TK125040000022;ZONA;AMFU3170513;20;Z034;2025-04-21;2025-06-19;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000023;ZONA;AMFU3170513;20;Z034;2025-04-21;2025-06-19;2;"21 mei 2025 - 19 juni 2025";Harian;675660;619355;74323;13513;736469;;2
TK125040000024;ZONA;CSLU1034060;20;Z034;2025-04-21;2025-07-17;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000025;ZONA;CSLU1034060;20;Z034;2025-04-21;2025-07-17;2;"21 mei 2025 - 20 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000026;ZONA;CSLU1034060;20;Z034;2025-04-21;2025-07-17;3;"21 juni 2025 - 17 juli 2025";Harian;608094;557420;66890;12162;662822;;3
TK125040000027;ZONA;APZU3907870;20;Z034;2025-04-21;2025-06-01;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000028;ZONA;APZU3907870;20;Z034;2025-04-21;2025-06-01;2;"21 mei 2025 - 1 juni 2025";Harian;270264;247742;29729;5405;294588;;2
TK125040000029;ZONA;WHLU0343593;20;Z034;2025-04-21;2025-05-31;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000030;ZONA;WHLU0343593;20;Z034;2025-04-21;2025-05-31;2;"21 mei 2025 - 31 mei 2025";Harian;247742;227097;27252;4955;270039;;2
TK125040000031;ZONA;OOLU1340682;20;Z034;2025-04-21;2025-05-31;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000032;ZONA;OOLU1340682;20;Z034;2025-04-21;2025-05-31;2;"21 mei 2025 - 31 mei 2025";Harian;247742;227097;27252;4955;270039;;2
TK125040000033;ZONA;WHLU0322899;20;Z034;2025-04-21;2025-06-21;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000034;ZONA;WHLU0322899;20;Z034;2025-04-21;2025-06-21;2;"21 mei 2025 - 20 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000035;ZONA;WHLU0322899;20;Z034;2025-04-21;2025-06-21;3;"21 juni 2025 - 21 juni 2025";Harian;22522;20645;2477;450;24549;;3
TK125040000036;ZONA;EMCU6009872;20;Z035;2025-04-22;2025-06-12;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000037;ZONA;EMCU6009872;20;Z035;2025-04-22;2025-06-12;2;"22 mei 2025 - 12 juni 2025";Harian;495484;454194;54503;9910;540078;;2
TK125040000038;ZONA;OOLU1408611;20;Z035;2025-04-22;2025-06-14;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000039;ZONA;OOLU1408611;20;Z035;2025-04-22;2025-06-14;2;"22 mei 2025 - 14 juni 2025";Harian;540528;495484;59458;10811;589176;;2
TK125040000040;ZONA;OOLU1711021;20;Z035;2025-04-22;2025-07-09;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000041;ZONA;OOLU1711021;20;Z035;2025-04-22;2025-07-09;2;"22 mei 2025 - 21 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000042;ZONA;OOLU1711021;20;Z035;2025-04-22;2025-07-09;3;"22 juni 2025 - 9 juli 2025";Harian;405396;371613;44594;8108;441882;;3
TK125040000043;ZONA;OOLU1629952;20;Z035;2025-04-22;2025-06-13;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000044;ZONA;OOLU1629952;20;Z035;2025-04-22;2025-06-13;2;"22 mei 2025 - 13 juni 2025";Harian;518006;474839;56981;10360;564627;;2
TK125040000045;ZONA;OOLU1163740;20;Z035;2025-04-22;2025-07-07;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000046;ZONA;OOLU1163740;20;Z035;2025-04-22;2025-07-07;2;"22 mei 2025 - 21 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000047;ZONA;OOLU1163740;20;Z035;2025-04-22;2025-07-07;3;"22 juni 2025 - 7 juli 2025";Harian;360352;330323;39639;7207;392784;;3
TK125040000048;ZONA;IPXU3338970;20;Z035;2025-04-22;2025-06-01;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000049;ZONA;IPXU3338970;20;Z035;2025-04-22;2025-06-01;2;"22 mei 2025 - 1 juni 2025";Harian;247742;227097;27252;4955;270039;;2
TK125040000050;ZONA;TGHU3688928;20;Z035;2025-04-22;2025-06-21;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000051;ZONA;TGHU3688928;20;Z035;2025-04-22;2025-06-21;2;"22 mei 2025 - 21 juni 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000052;ZONA;OOLU1612414;20;Z035;2025-04-22;2025-07-05;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000053;ZONA;OOLU1612414;20;Z035;2025-04-22;2025-07-05;2;"22 mei 2025 - 21 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000054;ZONA;OOLU1612414;20;Z035;2025-04-22;2025-07-05;3;"22 juni 2025 - 5 juli 2025";Harian;315308;289032;34684;6306;343686;;3
TK125040000055;ZONA;OOLU1489022;20;Z035;2025-04-22;2025-06-17;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000056;ZONA;OOLU1489022;20;Z035;2025-04-22;2025-06-17;2;"22 mei 2025 - 17 juni 2025";Harian;608094;557420;66890;12162;662822;;2
TK125040000057;ZONA;SEGU1414719;20;Z035;2025-04-22;2025-07-04;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000058;ZONA;SEGU1414719;20;Z035;2025-04-22;2025-07-04;2;"22 mei 2025 - 21 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000059;ZONA;SEGU1414719;20;Z035;2025-04-22;2025-07-04;3;"22 juni 2025 - 4 juli 2025";Harian;292786;268387;32206;5856;319137;;3
TK125040000060;ZONA;EISU3954039;20;Z034;2025-04-21;2025-07-21;1;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125040000061;ZONA;EISU3954039;20;Z034;2025-04-21;2025-07-21;2;"21 mei 2025 - 20 juni 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125040000062;ZONA;EISU3954039;20;Z034;2025-04-21;2025-07-21;3;"21 juni 2025 - 20 juli 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125040000063;ZONA;EISU3954039;20;Z034;2025-04-21;2025-07-21;4;"21 juli 2025 - 21 juli 2025";Harian;22522;20645;2477;450;24549;;4
TK125040000064;ZONA;TGHU3117301;20;Z035;2025-04-22;2025-09-07;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125040000065;ZONA;TGHU3117301;20;Z035;2025-04-22;2025-09-07;2;"22 mei 2025 - 21 juni 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125040000066;ZONA;TGHU3117301;20;Z035;2025-04-22;2025-09-07;3;"22 juni 2025 - 21 juli 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125040000067;ZONA;TGHU3117301;20;Z035;2025-04-22;2025-09-07;4;"22 juli 2025 - 21 agustus 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125040000068;ZONA;TGHU3117301;20;Z035;2025-04-22;2025-09-07;5;"22 agustus 2025 - 7 september 2025";Harian;382874;350968;42116;7657;417333;;5
TK125040000069;ZONA;EISU3999218;20;Z035;2025-04-22;2025-05-31;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000070;ZONA;EISU3999218;20;Z035;2025-04-22;2025-05-31;2;"22 mei 2025 - 31 mei 2025";Harian;225220;206452;24774;4504;245490;;2
TK125040000071;ZONA;XINU1520013;20;Z035;2025-04-22;2025-05-31;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000072;ZONA;XINU1520013;20;Z035;2025-04-22;2025-05-31;2;"22 mei 2025 - 31 mei 2025";Harian;225220;206452;24774;4504;245490;;2
TK125040000073;ZONA;GLDU9708500;20;Z035;2025-04-22;2025-05-31;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000074;ZONA;GLDU9708500;20;Z035;2025-04-22;2025-05-31;2;"22 mei 2025 - 31 mei 2025";Harian;225220;206452;24774;4504;245490;;2
TK125040000075;ZONA;CAIU2744385;20;Z035;2025-04-22;2025-06-16;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000076;ZONA;CAIU2744385;20;Z035;2025-04-22;2025-06-16;2;"22 mei 2025 - 16 juni 2025";Harian;585572;536774;64413;11711;638273;;2
TK125040000077;ZONA;OOLU1576493;20;Z035;2025-04-22;2025-06-17;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000078;ZONA;OOLU1576493;20;Z035;2025-04-22;2025-06-17;2;"22 mei 2025 - 17 juni 2025";Harian;608094;557420;66890;12162;662822;;2
TK125040000079;ZONA;TAHU9033273;20;Z035;2025-04-22;2025-07-01;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000080;ZONA;TAHU9033273;20;Z035;2025-04-22;2025-07-01;2;"22 mei 2025 - 21 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000081;ZONA;TAHU9033273;20;Z035;2025-04-22;2025-07-01;3;"22 juni 2025 - 1 juli 2025";Harian;225220;206452;24774;4504;245490;;3
TK125040000082;ZONA;TEMU2733511;20;Z035;2025-04-22;2025-07-05;1;"22 april 2025 - 21 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000083;ZONA;TEMU2733511;20;Z035;2025-04-22;2025-07-05;2;"22 mei 2025 - 21 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000084;ZONA;TEMU2733511;20;Z035;2025-04-22;2025-07-05;3;"22 juni 2025 - 5 juli 2025";Harian;315308;289032;34684;6306;343686;;3
TK125040000085;ZONA;TEMU5086018;20;Z036;2025-04-23;2025-06-04;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000086;ZONA;TEMU5086018;20;Z036;2025-04-23;2025-06-04;2;"23 mei 2025 - 4 juni 2025";Harian;292786;268387;32206;5856;319137;;2
TK125040000087;ZONA;TRLU8986930;20;Z036;2025-04-23;2025-05-30;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000088;ZONA;TRLU8986930;20;Z036;2025-04-23;2025-05-30;2;"23 mei 2025 - 30 mei 2025";Harian;180176;165161;19819;3604;196392;;2
TK125040000089;ZONA;WHLU0273177;20;Z036;2025-04-23;2025-07-09;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000090;ZONA;WHLU0273177;20;Z036;2025-04-23;2025-07-09;2;"23 mei 2025 - 22 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000091;ZONA;WHLU0273177;20;Z036;2025-04-23;2025-07-09;3;"23 juni 2025 - 9 juli 2025";Harian;382874;350968;42116;7657;417333;;3
TK125040000092;ZONA;WHLU0249308;20;Z036;2025-04-23;2025-06-21;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000093;ZONA;WHLU0249308;20;Z036;2025-04-23;2025-06-21;2;"23 mei 2025 - 21 juni 2025";Harian;675660;619355;74323;13513;736469;;2
TK125040000094;ZONA;TGHU0387181;20;Z036;2025-04-23;2025-06-18;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000095;ZONA;TGHU0387181;20;Z036;2025-04-23;2025-06-18;2;"23 mei 2025 - 18 juni 2025";Harian;608094;557420;66890;12162;662822;;2
TK125040000096;ZONA;HCIU2104496;20;Z036;2025-04-23;2025-06-13;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000097;ZONA;HCIU2104496;20;Z036;2025-04-23;2025-06-13;2;"23 mei 2025 - 13 juni 2025";Harian;495484;454194;54503;9910;540078;;2
TK125040000098;ZONA;GESU1415053;20;Z036;2025-04-23;2025-05-31;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000099;ZONA;GESU1415053;20;Z036;2025-04-23;2025-05-31;2;"23 mei 2025 - 31 mei 2025";Harian;202698;185806;22297;4054;220941;;2
TK125040000100;ZONA;GESU1426103;20;Z036;2025-04-23;2025-05-31;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000101;ZONA;GESU1426103;20;Z036;2025-04-23;2025-05-31;2;"23 mei 2025 - 31 mei 2025";Harian;202698;185806;22297;4054;220941;;2
TK125040000102;ZONA;TGHU3827108;20;Z036;2025-04-23;2025-06-17;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000103;ZONA;TGHU3827108;20;Z036;2025-04-23;2025-06-17;2;"23 mei 2025 - 17 juni 2025";Harian;585572;536774;64413;11711;638273;;2
TK125040000104;ZONA;EMCU6006826;20;Z036;2025-04-23;2025-06-13;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000105;ZONA;EMCU6006826;20;Z036;2025-04-23;2025-06-13;2;"23 mei 2025 - 13 juni 2025";Harian;495484;454194;54503;9910;540078;;2
TK125040000106;ZONA;SEGU1410375;20;Z036;2025-04-23;2025-06-19;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000107;ZONA;SEGU1410375;20;Z036;2025-04-23;2025-06-19;2;"23 mei 2025 - 19 juni 2025";Harian;630616;578065;69368;12612;687371;;2
TK125040000108;ZONA;CLHU3602235;20;Z036;2025-04-23;2025-07-16;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000109;ZONA;CLHU3602235;20;Z036;2025-04-23;2025-07-16;2;"23 mei 2025 - 22 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000110;ZONA;CLHU3602235;20;Z036;2025-04-23;2025-07-16;3;"23 juni 2025 - 16 juli 2025";Harian;540528;495484;59458;10811;589176;;3
TK125040000111;ZONA;OOLU1539437;20;Z036;2025-04-23;2025-07-04;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000112;ZONA;OOLU1539437;20;Z036;2025-04-23;2025-07-04;2;"23 mei 2025 - 22 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000113;ZONA;OOLU1539437;20;Z036;2025-04-23;2025-07-04;3;"23 juni 2025 - 4 juli 2025";Harian;270264;247742;29729;5405;294588;;3
TK125040000114;ZONA;OOLU1412308;20;Z036;2025-04-23;2025-06-20;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000115;ZONA;OOLU1412308;20;Z036;2025-04-23;2025-06-20;2;"23 mei 2025 - 20 juni 2025";Harian;653138;598710;71845;13063;711920;;2
TK125040000116;ZONA;OOLU1694351;20;Z036;2025-04-23;2025-06-21;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000117;ZONA;OOLU1694351;20;Z036;2025-04-23;2025-06-21;2;"23 mei 2025 - 21 juni 2025";Harian;675660;619355;74323;13513;736469;;2
TK125040000118;ZONA;WHLU0201602;20;Z036;2025-04-23;2025-07-20;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000119;ZONA;WHLU0201602;20;Z036;2025-04-23;2025-07-20;2;"23 mei 2025 - 22 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000120;ZONA;WHLU0201602;20;Z036;2025-04-23;2025-07-20;3;"23 juni 2025 - 20 juli 2025";Harian;630616;578065;69368;12612;687371;;3
TK125040000121;ZONA;CXDU1285742;20;Z036;2025-04-23;2025-06-19;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000122;ZONA;CXDU1285742;20;Z036;2025-04-23;2025-06-19;2;"23 mei 2025 - 19 juni 2025";Harian;630616;578065;69368;12612;687371;;2
TK125040000123;ZONA;CLHU3586854;20;Z036;2025-04-23;2025-07-17;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000124;ZONA;CLHU3586854;20;Z036;2025-04-23;2025-07-17;2;"23 mei 2025 - 22 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000125;ZONA;CLHU3586854;20;Z036;2025-04-23;2025-07-17;3;"23 juni 2025 - 17 juli 2025";Harian;563050;516129;61936;11261;613724;;3
TK125040000126;ZONA;CRXU1091493;20;Z036;2025-04-23;2025-06-17;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000127;ZONA;CRXU1091493;20;Z036;2025-04-23;2025-06-17;2;"23 mei 2025 - 17 juni 2025";Harian;585572;536774;64413;11711;638273;;2
TK125040000128;ZONA;OOLU1453272;20;Z036;2025-04-23;2025-05-31;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000129;ZONA;OOLU1453272;20;Z036;2025-04-23;2025-05-31;2;"23 mei 2025 - 31 mei 2025";Harian;202698;185806;22297;4054;220941;;2
TK125040000130;ZONA;DRYU2524550;20;Z036;2025-04-23;2025-06-21;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000131;ZONA;DRYU2524550;20;Z036;2025-04-23;2025-06-21;2;"23 mei 2025 - 21 juni 2025";Harian;675660;619355;74323;13513;736469;;2
TK125040000132;ZONA;TGHU3222626;20;Z037;2025-04-24;2025-06-21;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000133;ZONA;TGHU3222626;20;Z037;2025-04-24;2025-06-21;2;"24 mei 2025 - 21 juni 2025";Harian;653138;598710;71845;13063;711920;;2
TK125040000134;ZONA;CRXU3034044;20;Z037;2025-04-24;2025-06-13;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000135;ZONA;CRXU3034044;20;Z037;2025-04-24;2025-06-13;2;"24 mei 2025 - 13 juni 2025";Harian;472962;433548;52026;9459;515529;;2
TK125040000136;ZONA;OOLU1375333;20;Z036;2025-04-23;2025-07-04;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000137;ZONA;OOLU1375333;20;Z036;2025-04-23;2025-07-04;2;"23 mei 2025 - 22 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000138;ZONA;OOLU1375333;20;Z036;2025-04-23;2025-07-04;3;"23 juni 2025 - 4 juli 2025";Harian;270264;247742;29729;5405;294588;;3
TK125040000139;ZONA;UESU2449004;20;Z036;2025-04-23;2025-07-05;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000140;ZONA;UESU2449004;20;Z036;2025-04-23;2025-07-05;2;"23 mei 2025 - 22 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000141;ZONA;UESU2449004;20;Z036;2025-04-23;2025-07-05;3;"23 juni 2025 - 5 juli 2025";Harian;292786;268387;32206;5856;319137;;3
TK125040000142;ZONA;TGHU0418003;20;Z036;2025-04-23;2025-07-07;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000143;ZONA;TGHU0418003;20;Z036;2025-04-23;2025-07-07;2;"23 mei 2025 - 22 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000144;ZONA;TGHU0418003;20;Z036;2025-04-23;2025-07-07;3;"23 juni 2025 - 7 juli 2025";Harian;337830;309678;37161;6757;368235;;3
TK125040000145;ZONA;CAIU3002816;20;Z036;2025-04-23;2025-06-19;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000146;ZONA;CAIU3002816;20;Z036;2025-04-23;2025-06-19;2;"23 mei 2025 - 19 juni 2025";Harian;630616;578065;69368;12612;687371;;2
