KONTAINER;PERIODE;AWAL;AKHIR; TAGIHAN ;NoTagihan;Tgl. Tagihan;No. Bayar;Tgl. Bayar;;;;;Impor;Pranota;Bayar
GESU1136336;1;13 Aug 21;12 Sep 21; 700.000,00 ;ZONA210811491NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"GESU1136336;1;44421;44451;700000;ZONA210811491NT;44424";"ZONA210811491NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
GESU2164820;1;17 Dec 21;16 Jan 22; 700.000,00 ;ZONA211213010NT;20 Dec 21;EBK220400041;05 Apr 22;;;;;"GESU2164820;1;44547;44577;700000;ZONA211213010NT;44550";"ZONA211213010NT;44550;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
GESU2468839;1;18 Oct 21;17 Nov 21; 700.000,00 ;ZONA211012200NT;19 Oct 21;EBK211100255;20 Nov 21;;;;;"GESU2468839;1;44487;44517;700000;ZONA211012200NT;44488";"ZONA211012200NT;44488;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
GESU2677530;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"GESU2677530;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
GESU2874680;1;25 Jan 22;24 Feb 22; 700.000,00 ;ZONA220113692NT;26 Jan 22;EBK220400042;05 Apr 22;;;;;"GESU2874680;1;44586;44616;700000;ZONA220113692NT;44587";"ZONA220113692NT;44587;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
GESU2920281;1;30 Apr 21;29 May 21; 700.000,00 ;ZONA210510440NT;03 May 21;EBK210600009;02 Jun 21;;;;;"GESU2920281;1;44316;44345;700000;ZONA210510440NT;44319";"ZONA210510440NT;44319;SKT2106000001;44349;700000";"SKT2106000001;44349;EBK210600009;44349;700000"
GESU3057370;1;12 Mar 25;11 Apr 25; 675.676,00 ;ZONA250528125;21 May 25;EBK250600289;26 Jun 25;;;;;"GESU3057370;1;45728;45758;675676;ZONA250528125;45798";"ZONA250528125;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
GESU4689335;1;06 Nov 23;05 Dec 23; 1.261.261,00 ;ZONA231121808;30 Apr 24;EBK250100275;30 Jan 25;;;;;"GESU4689335;1;45236;45265;1261261;ZONA231121808;45412";"ZONA231121808;45412;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
GESU4689335;2;06 Dec 23;15 Dec 23; 420.420,00 ;ZONA231222163;27 Dec 23;EBK250100275;30 Jan 25;;;;;"GESU4689335;2;45266;45275;420420;ZONA231222163;45287";"ZONA231222163;45287;SKT2501000001;45687;420420";"SKT2501000001;45687;EBK250100275;45687;420420"
GESU4689335;3;16 Mar 24;15 Apr 24; 1.261.261,00 ;ZONA240322934;03 May 24;EBK240500209;20 May 24;;;;;"GESU4689335;3;45367;45397;1261261;ZONA240322934;45415";"ZONA240322934;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
GESU4735831;3;16 Mar 24;15 Apr 24; 1.261.261,00 ;ZONA240322934;03 May 24;EBK240500209;20 May 24;;;;;"GESU4735831;3;45367;45397;1261261;ZONA240322934;45415";"ZONA240322934;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
GESU4838932;11;15 Nov 24;04 Dec 24; 840.841,00 ;ZONA241226550;28 Dec 24;EBK250100275;30 Jan 25;;;;;"GESU4838932;11;45611;45630;840841;ZONA241226550;45654";"ZONA241226550;45654;SKT2501000001;45687;840841";"SKT2501000001;45687;EBK250100275;45687;840841"
GESU4838932;3;15 Mar 24;14 Apr 24; 1.261.261,00 ;ZONA240322928;03 May 24;EBK240500209;20 May 24;;;;;"GESU4838932;3;45366;45396;1261261;ZONA240322928;45415";"ZONA240322928;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
GESU4896815;3;16 Mar 24;15 Apr 24; 1.261.261,00 ;ZONA240322934;03 May 24;EBK240500209;20 May 24;;;;;"GESU4896815;3;45367;45397;1261261;ZONA240322934;45415";"ZONA240322934;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
GESU5114504;1;08 Mar 24;07 Apr 24; 1.261.261,00 ;ZONA240423318;24 Apr 24;EBK250100275;30 Jan 25;;;;;"GESU5114504;1;45359;45389;1261261;ZONA240423318;45406";"ZONA240423318;45406;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
GESU5114504;13;08 Mar 25;07 Apr 25; 1.261.261,00 ;ZONA250427891;29 Apr 25;EBK250600289;26 Jun 25;;;;;"GESU5114504;13;45724;45754;1261261;ZONA250427891;45776";"ZONA250427891;45776;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
GESU5508370;2;24 Mar 25;23 Apr 25; 1.261.261,00 ;ZONA250528164;16 May 25;EBK250600289;26 Jun 25;;;;;"GESU5508370;2;45740;45770;1261261;ZONA250528164;45793";"ZONA250528164;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
GLDU0711632;1;03 Nov 21;02 Dec 21; 1.300.000,00 ;ZONA211112434NT;04 Nov 21;EBK211200152;15 Dec 21;;;;;"GLDU0711632;1;44503;44532;1300000;ZONA211112434NT;44504";"ZONA211112434NT;44504;SKT2112000002;44545;1300000";"SKT2112000002;44545;EBK211200152;44545;1300000"
GLDU2104936;1;14 Aug 21;13 Sep 21; 700.000,00 ;ZONA210811402NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"GLDU2104936;1;44422;44452;700000;ZONA210811402NT;44424";"ZONA210811402NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
GLDU5758437;1;12 Mar 25;11 Apr 25; 675.676,00 ;ZONA250528125;21 May 25;EBK250600289;26 Jun 25;;;;;"GLDU5758437;1;45728;45758;675676;ZONA250528125;45798";"ZONA250528125;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
GLDU7503878;1;13 Mar 25;12 Apr 25; 1.261.261,00 ;ZONA250528236;21 May 25;EBK250600289;26 Jun 25;;;;;"GLDU7503878;1;45729;45759;1261261;ZONA250528236;45798";"ZONA250528236;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
GLDU7620051;1;21 Mar 25;20 Apr 25; 1.261.261,00 ;ZONA250528248;21 May 25;EBK250600289;26 Jun 25;;;;;"GLDU7620051;1;45737;45767;1261261;ZONA250528248;45798";"ZONA250528248;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
GLDU9368735;1;12 Mar 25;11 Apr 25; 675.676,00 ;ZONA250528125;21 May 25;EBK250600289;26 Jun 25;;;;;"GLDU9368735;1;45728;45758;675676;ZONA250528125;45798";"ZONA250528125;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
GSTU3813680;1;02 Nov 21;01 Dec 21; 700.000,00 ;ZONA211112412NT;03 Nov 21;EBK211200152;15 Dec 21;;;;;"GSTU3813680;1;44502;44531;700000;ZONA211112412NT;44503";"ZONA211112412NT;44503;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
GSTU5111867;1;12 Nov 21;11 Dec 21; 700.000,00 ;ZONA211112581NT;16 Nov 21;EBK211200282;29 Dec 21;;;;;"GSTU5111867;1;44512;44541;700000;ZONA211112581NT;44516";"ZONA211112581NT;44516;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
GSTU5160964;1;28 Oct 21;27 Nov 21; 700.000,00 ;ZONA211012362NT;29 Oct 21;EBK211200093;10 Dec 21;;;;;"GSTU5160964;1;44497;44527;700000;ZONA211012362NT;44498";"ZONA211012362NT;44498;SKT2112000001;44540;700000";"SKT2112000001;44540;EBK211200093;44540;700000"
GSTU5909292;1;20 Nov 21;19 Dec 21; 700.000,00 ;ZONA211112665NT;22 Nov 21;EBK220400042;05 Apr 22;;;;;"GSTU5909292;1;44520;44549;700000;ZONA211112665NT;44522";"ZONA211112665NT;44522;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
HJCU1247831;1;11 Oct 21;10 Nov 21; 1.300.000,00 ;ZONA211012100NT;12 Oct 21;EBK211100255;20 Nov 21;;;;;"HJCU1247831;1;44480;44510;1300000;ZONA211012100NT;44481";"ZONA211012100NT;44481;SKT2111000001;44520;1300000";"SKT2111000001;44520;EBK211100255;44520;1300000"
HJMU1531909;1;20 Mar 25;19 Apr 25; 1.261.261,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"HJMU1531909;1;45736;45766;1261261;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
IALU2201114;1;19 Nov 21;18 Dec 21; 700.000,00 ;ZONA211112661NT;22 Nov 21;EBK211200282;29 Dec 21;;;;;"IALU2201114;1;44519;44548;700000;ZONA211112661NT;44522";"ZONA211112661NT;44522;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
IFLU2990380;1;11 Mar 25;10 Apr 25; 675.676,00 ;ZONA250528123;21 May 25;EBK250600289;26 Jun 25;;;;;"IFLU2990380;1;45727;45757;675676;ZONA250528123;45798";"ZONA250528123;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
INKU2214554;1;16 Apr 21;15 May 21; 1.300.000,00 ;ZONA210410277NT;19 Apr 21;EBK210600042;07 Jun 21;;;;;"INKU2214554;1;44302;44331;1300000;ZONA210410277NT;44305";"ZONA210410277NT;44305;SKT2106000002;44354;1300000";"SKT2106000002;44354;EBK210600042;44354;1300000"
INKU6373472;1;13 Oct 21;12 Nov 21; 1.300.000,00 ;ZONA211012143NT;14 Oct 21;EBK211100255;20 Nov 21;;;;;"INKU6373472;1;44482;44512;1300000;ZONA211012143NT;44483";"ZONA211012143NT;44483;SKT2111000001;44520;1300000";"SKT2111000001;44520;EBK211100255;44520;1300000"
INKU6744298;2;25 Mar 25;24 Apr 25; 1.261.261,00 ;ZONA250528167;16 May 25;EBK250600289;26 Jun 25;;;;;"INKU6744298;2;45741;45771;1261261;ZONA250528167;45793";"ZONA250528167;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
INKU7092886;1;18 Oct 21;17 Nov 21; 1.300.000,00 ;ZONA211012200NT;19 Oct 21;EBK211100255;20 Nov 21;;;;;"INKU7092886;1;44487;44517;1300000;ZONA211012200NT;44488";"ZONA211012200NT;44488;SKT2111000001;44520;1300000";"SKT2111000001;44520;EBK211100255;44520;1300000"
IPXU3081304;1;18 Oct 21;17 Nov 21; 700.000,00 ;ZONA211012200NT;19 Oct 21;EBK211100255;20 Nov 21;;;;;"IPXU3081304;1;44487;44517;700000;ZONA211012200NT;44488";"ZONA211012200NT;44488;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
IPXU3219902;1;25 Jan 22;24 Feb 22; 700.000,00 ;ZONA220113692NT;26 Jan 22;EBK220400042;05 Apr 22;;;;;"IPXU3219902;1;44586;44616;700000;ZONA220113692NT;44587";"ZONA220113692NT;44587;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
IPXU3338970;1;16 Oct 21;15 Nov 21; 700.000,00 ;ZONA211112642NT;19 Nov 21;EBK220400042;05 Apr 22;;;;;"IPXU3338970;1;44485;44515;700000;ZONA211112642NT;44519";"ZONA211112642NT;44519;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
IPXU3695452;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"IPXU3695452;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
IRNU3692251;1;28 Oct 21;27 Nov 21; 700.000,00 ;ZONA211012362NT;29 Oct 21;EBK211200093;10 Dec 21;;;;;"IRNU3692251;1;44497;44527;700000;ZONA211012362NT;44498";"ZONA211012362NT;44498;SKT2112000001;44540;700000";"SKT2112000001;44540;EBK211200093;44540;700000"
JXJU1272126;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"JXJU1272126;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
KCSU2166361;1;20 Mar 25;19 Apr 25; 675.676,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"KCSU2166361;1;45736;45766;675676;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
KDCU2166612;1;20 Mar 25;19 Apr 25; 675.676,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"KDCU2166612;1;45736;45766;675676;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
KDCU2170612;1;20 Mar 25;19 Apr 25; 675.676,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"KDCU2170612;1;45736;45766;675676;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
KDCU2170675;1;20 Mar 25;19 Apr 25; 675.676,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"KDCU2170675;1;45736;45766;675676;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
KDCU2171162;1;21 Mar 25;20 Apr 25; 675.676,00 ;ZONA250528248;21 May 25;EBK250600289;26 Jun 25;;;;;"KDCU2171162;1;45737;45767;675676;ZONA250528248;45798";"ZONA250528248;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
KDCU2171202;1;20 Mar 25;19 Apr 25; 675.676,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"KDCU2171202;1;45736;45766;675676;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
KDCU2171964;1;20 Mar 25;19 Apr 25; 675.676,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"KDCU2171964;1;45736;45766;675676;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
KDCU2172256;1;21 Mar 25;20 Apr 25; 675.676,00 ;ZONA250528248;21 May 25;EBK250600289;26 Jun 25;;;;;"KDCU2172256;1;45737;45767;675676;ZONA250528248;45798";"ZONA250528248;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
KKFU7120388;2;21 Mar 25;20 Apr 25; 1.261.261,00 ;ZONA250528158;16 May 25;EBK250600289;26 Jun 25;;;;;"KKFU7120388;2;45737;45767;1261261;ZONA250528158;45793";"ZONA250528158;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
KMTU7235941;1;19 Nov 21;18 Dec 21; 700.000,00 ;ZONA211112661NT;22 Nov 21;EBK211200282;29 Dec 21;;;;;"KMTU7235941;1;44519;44548;700000;ZONA211112661NT;44522";"ZONA211112661NT;44522;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
MAEU6810963;1;15 Nov 21;14 Dec 21; 700.000,00 ;ZONA211112602NT;17 Nov 21;EBK211200282;29 Dec 21;;;;;"MAEU6810963;1;44515;44544;700000;ZONA211112602NT;44517";"ZONA211112602NT;44517;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
MEDU8246035;1;18 Mar 25;17 Apr 25; 1.261.261,00 ;ZONA250528242;21 May 25;EBK250600289;26 Jun 25;;;;;"MEDU8246035;1;45734;45764;1261261;ZONA250528242;45798";"ZONA250528242;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MEDU8269787;2;20 Mar 25;19 Apr 25; 1.261.261,00 ;ZONA250528155;16 May 25;EBK250600289;26 Jun 25;;;;;"MEDU8269787;2;45736;45766;1261261;ZONA250528155;45793";"ZONA250528155;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MEDU8384327;1;16 Mar 25;15 Apr 25; 1.261.261,00 ;ZONA250528240;21 May 25;EBK250600289;26 Jun 25;;;;;"MEDU8384327;1;45732;45762;1261261;ZONA250528240;45798";"ZONA250528240;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MLCU2494170;1;14 Aug 21;13 Sep 21; 700.000,00 ;ZONA210811402NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"MLCU2494170;1;44422;44452;700000;ZONA210811402NT;44424";"ZONA210811402NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
MLCU3400088;1;14 Aug 21;13 Sep 21; 700.000,00 ;ZONA210811402NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"MLCU3400088;1;44422;44452;700000;ZONA210811402NT;44424";"ZONA210811402NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
MOMU2206221;1;19 Oct 21;18 Nov 21; 700.000,00 ;ZONA211012220NT;21 Oct 21;EBK211100255;20 Nov 21;;;;;"MOMU2206221;1;44488;44518;700000;ZONA211012220NT;44490";"ZONA211012220NT;44490;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
MSCU7196740;1;12 Mar 25;11 Apr 25; 1.261.261,00 ;ZONA250528125;21 May 25;EBK250600289;26 Jun 25;;;;;"MSCU7196740;1;45728;45758;1261261;ZONA250528125;45798";"ZONA250528125;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MSCU9903797;2;24 Mar 25;23 Apr 25; 1.261.261,00 ;ZONA250528164;16 May 25;EBK250600289;26 Jun 25;;;;;"MSCU9903797;2;45740;45770;1261261;ZONA250528164;45793";"ZONA250528164;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MSCU9903797;3;14 Mar 24;13 Apr 24; 1.261.261,00 ;ZONA240322929;03 May 24;EBK240500209;20 May 24;;;;;"MSCU9903797;3;45365;45395;1261261;ZONA240322929;45415";"ZONA240322929;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
MSKU2130971;1;03 Nov 21;02 Dec 21; 700.000,00 ;ZONA211112434NT;04 Nov 21;EBK211200152;15 Dec 21;;;;;"MSKU2130971;1;44503;44532;700000;ZONA211112434NT;44504";"ZONA211112434NT;44504;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
MSKU2140619;1;19 Nov 21;18 Dec 21; 700.000,00 ;ZONA211112661NT;22 Nov 21;EBK211200282;29 Dec 21;;;;;"MSKU2140619;1;44519;44548;700000;ZONA211112661NT;44522";"ZONA211112661NT;44522;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
MSKU2158238;1;19 Oct 21;18 Nov 21; 700.000,00 ;ZONA211012220NT;21 Oct 21;EBK211100255;20 Nov 21;;;;;"MSKU2158238;1;44488;44518;700000;ZONA211012220NT;44490";"ZONA211012220NT;44490;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
MSKU2197131;1;14 Aug 21;13 Sep 21; 700.000,00 ;ZONA210811402NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"MSKU2197131;1;44422;44452;700000;ZONA210811402NT;44424";"ZONA210811402NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
MSKU2218091;1;11 Mar 25;10 Apr 25; 675.676,00 ;ZONA250528123;21 May 25;EBK250600289;26 Jun 25;;;;;"MSKU2218091;1;45727;45757;675676;ZONA250528123;45798";"ZONA250528123;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
MSKU2302330;1;14 Aug 21;13 Sep 21; 700.000,00 ;ZONA210811402NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"MSKU2302330;1;44422;44452;700000;ZONA210811402NT;44424";"ZONA210811402NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
MSKU2465893;1;21 Jan 22;20 Feb 22; 700.000,00 ;ZONA220113605NT;22 Jul 22;EBK220400042;05 Apr 22;;;;;"MSKU2465893;1;44582;44612;700000;ZONA220113605NT;44764";"ZONA220113605NT;44764;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
MSKU2484126;1;17 Dec 21;16 Jan 22; 700.000,00 ;ZONA211213010NT;20 Dec 21;EBK220400041;05 Apr 22;;;;;"MSKU2484126;1;44547;44577;700000;ZONA211213010NT;44550";"ZONA211213010NT;44550;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
MSKU2650084;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"MSKU2650084;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
MSKU2862123;1;19 Oct 21;18 Nov 21; 700.000,00 ;ZONA211012220NT;21 Oct 21;EBK211100255;20 Nov 21;;;;;"MSKU2862123;1;44488;44518;700000;ZONA211012220NT;44490";"ZONA211012220NT;44490;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
MSKU3012818;1;03 Nov 21;02 Dec 21; 700.000,00 ;ZONA211112434NT;04 Nov 21;EBK211200152;15 Dec 21;;;;;"MSKU3012818;1;44503;44532;700000;ZONA211112434NT;44504";"ZONA211112434NT;44504;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
MSKU4555445;10;14 Mar 25;13 Apr 25; 1.261.261,00 ;ZONA250427899;29 Apr 25;EBK250600289;26 Jun 25;;;;;"MSKU4555445;10;45730;45760;1261261;ZONA250427899;45776";"ZONA250427899;45776;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MSKU9147410;1;09 Nov 21;08 Dec 21; 1.300.000,00 ;ZONA211112526NT;10 Nov 21;EBK211200282;29 Dec 21;;;;;"MSKU9147410;1;44509;44538;1300000;ZONA211112526NT;44510";"ZONA211112526NT;44510;SKT2112000003;44559;1300000";"SKT2112000003;44559;EBK211200282;44559;1300000"
NONU8384950;1;16 Nov 23;15 Dec 23; 1.261.261,00 ;ZONA231221935;04 Dec 23;EBK240500055;21 May 24;;;;;"NONU8384950;1;45246;45275;1261261;ZONA231221935;45264";"ZONA231221935;45264;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
NYKU2558290;1;30 Apr 21;29 May 21; 700.000,00 ;ZONA210510440NT;03 May 21;EBK210600009;02 Jun 21;;;;;"NYKU2558290;1;44316;44345;700000;ZONA210510440NT;44319";"ZONA210510440NT;44319;SKT2106000001;44349;700000";"SKT2106000001;44349;EBK210600009;44349;700000"
NYKU5622053;3;13 Mar 24;12 Apr 24; 1.261.261,00 ;ZONA240322929;03 May 24;EBK240500209;20 May 24;;;;;"NYKU5622053;3;45364;45394;1261261;ZONA240322929;45415";"ZONA240322929;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
NYKU6973772;1;20 Mar 25;19 Apr 25; 1.261.261,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"NYKU6973772;1;45736;45766;1261261;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
OOLU1489022;1;03 Nov 21;02 Dec 21; 700.000,00 ;ZONA211112434NT;04 Nov 21;EBK211200152;15 Dec 21;;;;;"OOLU1489022;1;44503;44532;700000;ZONA211112434NT;44504";"ZONA211112434NT;44504;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
PCIU2315460;1;18 Nov 21;17 Dec 21; 700.000,00 ;ZONA211112643NT;19 Nov 21;EBK211200282;29 Dec 21;;;;;"PCIU2315460;1;44518;44547;700000;ZONA211112643NT;44519";"ZONA211112643NT;44519;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
PCIU3064610;1;18 Oct 21;17 Nov 21; 700.000,00 ;ZONA211012200NT;19 Oct 21;EBK211100255;20 Nov 21;;;;;"PCIU3064610;1;44487;44517;700000;ZONA211012200NT;44488";"ZONA211012200NT;44488;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
PCIU9765813;3;16 Mar 24;15 Apr 24; 1.261.261,00 ;ZONA240322934;03 May 24;EBK240500209;20 May 24;;;;;"PCIU9765813;3;45367;45397;1261261;ZONA240322934;45415";"ZONA240322934;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
PKEU5028232;1;29 Sep 22;28 Oct 22; 1.261.261,00 ;ZONA220917258;30 Sep 22;EBK251100159;15 Nov 22;;;;;"PKEU5028232;1;44833;44862;1261261;ZONA220917258;44834";"ZONA220917258;44834;SKT2211000001;44880;1261261";"SKT2211000001;44880;EBK251100159;44880;1261261"
PKEU5033970;2;22 Mar 25;21 Apr 25; 1.261.261,00 ;ZONA250528161;16 May 25;EBK250600289;26 Jun 25;;;;;"PKEU5033970;2;45738;45768;1261261;ZONA250528161;45793";"ZONA250528161;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
PONU0291154;1;15 Nov 21;14 Dec 21; 700.000,00 ;ZONA211112587NT;16 Nov 21;EBK211200282;29 Dec 21;;;;;"PONU0291154;1;44515;44544;700000;ZONA211112587NT;44516";"ZONA211112587NT;44516;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
PONU0502180;1;20 Nov 21;19 Dec 21; 700.000,00 ;ZONA211112665NT;22 Nov 21;EBK220400042;05 Apr 22;;;;;"PONU0502180;1;44520;44549;700000;ZONA211112665NT;44522";"ZONA211112665NT;44522;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
PONU0955171;1;17 Dec 21;16 Jan 22; 700.000,00 ;ZONA211213010NT;20 Dec 21;EBK220400041;05 Apr 22;;;;;"PONU0955171;1;44547;44577;700000;ZONA211213010NT;44550";"ZONA211213010NT;44550;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
PRSU2162864;1;14 Aug 21;13 Sep 21; 700.000,00 ;ZONA210811402NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"PRSU2162864;1;44422;44452;700000;ZONA210811402NT;44424";"ZONA210811402NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
